,Rented Bike Count,Hour,Temperature(C),Humidity(%),Holiday,Functioning Day,Seasons_Spring,Seasons_Summer,Seasons_Winter,Month,DayOfWeek,Day,WeekOfYear,Year,Visibility,Wind_Temp_Ratio,Wind speed (m/s)_power,Solar Radiation (MJ/m2)_power,Rainfall(mm)_power,Snowfall (cm)_power,Temp_Humidity_Ratio_power,Temperature_From_Mean_power
0,-0.6986504580732504,-1.661324772583615,-1.5139572362780525,-1.1115775777732397,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.38475903939706585,0.6181030649183701,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.517605245731272,-1.4539962712264523
1,-0.7761745672777505,-1.516861748880692,-1.5390741483279362,-1.0603762380811939,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.1553224069614473,-0.9236514213348751,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.5369025263899867,-1.4761797517481134
2,-0.8242395149845405,-1.372398725177769,-1.580935668411076,-1.009174898389148,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.1700568695949274,-0.6403265394818515,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.5789170195577882,-1.5131196164842102
3,-0.9265713391344805,-1.227935701474846,-1.597680276444332,-0.9579735586971022,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.15220550140436498,-0.778203190308354,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.5842509501987716,-1.5278843520376684
4,-0.9715353224730905,-1.0834726777719228,-1.580935668411076,-1.1627789174652854,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.3424500824066445,0.7001838425175048,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.6383352068785475,-1.5131196164842102
5,-0.9374247144231105,-0.9390096540689998,-1.614424884477588,-1.1115775777732397,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.22162748881210767,-0.04175238959430202,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.6676850333041409,-1.5426427817083728
6,-0.8118356575118204,-0.7945466303660768,-1.6311694925108438,-1.2139802571573313,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.19136921733263967,-0.2651852509349835,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.740626263594769,-1.5573949703311083
7,-0.37925112815071027,-0.6500836066631537,-1.6981479246438673,-1.0603762380811939,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.13068822724609777,-0.778203190308354,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.7695919559938222,-1.6163425665692743
8,0.3494754983715901,-0.5056205829602307,-1.7148925326771234,-1.1115775777732397,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,-0.14795517564470725,-0.509277032044582,-0.7927405595877065,-0.25285879573780495,-0.2307852981473137,-1.819893875352227,-1.6310644785175392
9,-0.3327366626280102,-0.36115755925730764,-1.6227971884942156,-1.4699869556175602,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.8075016906887131,-0.09772405303057058,-1.414994595114726,0.06536559456227188,-0.25285879573780495,-0.2307852981473137,-1.8732369246714948,-1.5500196521495262
10,-0.5668594724256003,-0.21669453555438456,-1.3716280679953772,-1.4699869556175602,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.919295255710528,-0.3557110987767766,-0.3844146708280053,0.8520375082531052,-0.25285879573780495,-0.2307852981473137,-1.4085074218286147,-1.3279996552886701
11,-0.5342993465597103,-0.07223151185146152,-1.1204589474965387,-1.4699869556175602,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.8206538748089266,1.6864854222235643,-0.2651852509349835,1.1233415095103687,-0.25285879573780495,-0.2307852981473137,-0.9645223399226333,-1.1043214715799519
12,-0.3963064321757003,0.07223151185146152,-0.9362682591307239,-1.4699869556175602,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,0.3063574222209289,-0.15110569456697276,1.2328709117971133,-0.25285879573780495,-0.2307852981473137,-0.6525489268157145,-0.9390307234412194
13,-0.39320546780752025,0.21669453555438456,-0.8776621310143281,-1.4699869556175602,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,0.27457720869773655,0.06324817717328261,1.260248752434145,-0.25285879573780495,-0.2307852981473137,-0.5556118752185526,-0.8861791570640702
14,-0.39940739654388024,0.36115755925730764,-0.8274283069145604,-1.4699869556175602,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,0.2940787033596955,0.4458285642899887,1.1718291905815652,-0.25285879573780495,-0.2307852981473137,-0.47336883955163805,-0.8407679482497282
15,-0.37459968159844026,0.5056205829602307,-0.902779043064212,-1.1627789174652854,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,0.6469928486938556,1.342148677910877,0.7067041430537208,-0.25285879573780495,-0.2307852981473137,-0.6455889141258775,-0.9088462768264673
16,-0.34203955573255024,0.6500836066631537,-0.9781297792138636,-0.24115480300846096,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,-1.0584644313665794,1.2283775839826374,1.908733540014546,0.09385786309828106,-0.25285879573780495,-0.2307852981473137,-0.7976617039934989,-0.9767016997261936
17,-0.23195532066216018,0.7945466303660768,-1.0116189952803754,-0.036349444240277744,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,0.5519317994455971,0.06324817717328261,-0.4620474227981526,-0.25285879573780495,-0.2307852981473137,-0.8335509733638224,-1.0067925175241987
18,0.24404270985347004,0.9390096540689998,-1.0283636033136312,0.3732612732960887,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,0.5427227602996719,-0.15110569456697276,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.853637916295687,-1.021823057081031
19,-0.16218362237811015,1.0834726777719228,-1.078597427413399,0.9364760099085926,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.9258713477706347,1.0897396855676202,0.16422701321074926,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.8926083364038365,-1.066857042397803
20,-0.43196752240977027,1.227935701474846,-1.103714339463283,1.0388786892926842,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.7828413454633127,1.3833764766205452,-0.04175238959430202,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.9089405004841681,-1.0893425143531956
21,-0.4645276482756603,1.372398725177769,-1.1455758595464227,1.1412813686767758,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,0.41129214406728093,2.6147565681328104,-0.9236514213348751,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.9351509658159493,-1.1267731998558035
22,-0.4753810235642903,1.516861748880692,-1.1539481635630506,1.2436840480608673,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,-0.09342292154591275,9.908315571705456,-0.04175238959430202,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.9393269649764228,-1.1342527175699755
23,-0.5916671873710404,1.661324772583615,-1.1874373796295623,1.2948853877529132,0,1,0,0,1,1.587647520567083,0.4991436883593953,-1.673503249696461,1.4265692462481772,0,-0.282485568273982,-2.24761610091562,-0.6403265394818515,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.959365567473185,-1.1641492396074886
24,-0.5839147764505903,-1.661324772583615,-1.2292988997127021,1.4484894068290506,0,1,0,0,1,1.587647520567083,0.9996586505879099,-1.5598184020993628,1.4265692462481772,0,-0.7280158053462149,-0.9491415813401872,-0.509277032044582,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-0.9819714319442813,-1.2014725097445367
25,-0.6149244201323903,-1.516861748880692,-1.262788115779214,1.3972880671370047,0,1,0,0,1,1.587647520567083,0.9996586505879099,-1.5598184020993628,1.4265692462481772,0,-0.7345918974063217,-0.36897211514690853,-1.240913886094437,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.003235841174035,-1.2312943141978179
26,-0.6862466006005304,-1.372398725177769,-1.3213942438956097,1.3972880671370047,0,1,0,0,1,1.587647520567083,0.9996586505879099,-1.5598184020993628,1.4265692462481772,0,-0.29728177540922224,-0.5609078783988204,-0.04175238959430202,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.0387330146984217,-1.2834064354872559
27,-0.8335424080890804,-1.227935701474846,-1.3716280679953772,1.1412813686767758,0,1,0,0,1,1.587647520567083,0.9996586505879099,-1.5598184020993628,1.4265692462481772,0,-0.3548225809351564,-0.6209314261794183,0.6181030649183701,-0.8457613047167767,-0.25285879573780495,-0.2307852981473137,-1.0802951528531672,-1.3279996552886701
